"RESTNUM","RESTMAINIMG","RESTIMG","RESTNAME","RESTMENU","RESTPRICE","RESTKEYWORD","RESTTIME1","RESTTIME2","RESTADRESS","RESTTEL","RESTTAG","RESTSTARSUM","RESTTASTESUM","RESTPRICESUM","RESTSERVICESUM","RESTLIKE"
92,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/91c0f7c62711a11b66c49d92fa975c1dfa07ee748c8fc661ce0f280ae4ee9415.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/91c0f7c62711a11b66c49d92fa975c1dfa07ee748c8fc661ce0f280ae4ee9415.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50355/52822/50355_52822__20598030_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50749/59262/50749_59262__20685745_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59605/55945/59605_55945__20685408_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/96681/42315/96681_42315__14_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52843/54207/52843_54207_85_4_7616_201311872443745_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59900/57881/59900_57881_76_11_1398_2013119095324_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/200541/447526/200541_447526__69_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/200541/447526/200541_447526__69_200x200.jpg,","달인꽈배기","꽈배기3개/찹쌀도너츠5개/팥도너츠3개/꽈배기 소(선물포장)/꽈배기 중(선물포장)/꽈배기 대(선물포장)/","1,000원/1,000원/2,000원/15,000원/20,000원/33,000원/","저렴한","꽈배기3개","1,000원","서울특별시 서대문구 영천동 69-64","02-313-5419","백종원의3대천왕, 간식",0,0,0,0,0
93,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210928054157_photo1_d55a42e67aed.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210928054157_photo1_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210925080928_photo1_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210925080928_photo2_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210925080928_photo3_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210925080928_photo4_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210928054157_photo2_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210928054157_photo3_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210928054157_photo4_d55a42e67aed.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210928054157_photo4_d55a42e67aed.jpg,","독립밀방","훈제햄 라따뚜이와 수란/연어 크림치즈 타르틴/쉬림프 스크램블 에그 타르틴/앤다이브 비프 스테이크 샐러드/부라타치즈 샐러드/크로아상 샌드위치/앤쵸비 베이컨 스파게티니/쉬림프 갈릭 스파이시 파스타/토마토 해산물 스파게티니/포르치니 버섯 크림 파스타/레몬 버터소스 연어 스테이크/부챗살 스테이크/수비드 플랭크 스테이크/수란 볼로네제 라구 파스타/크로아상 브레드 푸딩/베이컨 스테이크 시저샐러드/트러플향 프렌치 프라이/프렌치 프라이/식전빵/크로아상/","19,000원/18,000원/17,000원/17,000원/16,000원/14,000원/18,500원/18,500원/19,500원/19,500원/29,000원/32,000원/37,000원/20,000원/16,000원/15,000원/9,000원/7,000원/3,000원/4,500원/","예쁜, 점심식사, 저녁식사, 주차","매일","정오 12시 - 오후 10시 (브레이크타임 없음 / 전 시간대 식사가능 / 라스트오더 20:00 / 포장, 테이크아웃 가능)","서울시 종로구 행촌동 209-11","02-722-3418","데이트",0,0,0,0,0
94,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200513014148825_photo_495a987af71c.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200513014148825_photo_495a987af71c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200513014149216_photo_495a987af71c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200513014204415_menu_495a987af71c.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200103131339_photo1_465c1828c459.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200103131339_photo2_465c1828c459.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200103131344_menu1_465c1828c459.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200103010806735_photo_7c3a417e58dd.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200103010806892_photo_7c3a417e58dd.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200103010806892_photo_7c3a417e58dd.jpg,","영천시장떡볶이","떡볶이/순대/튀김/어묵/김밥/","3,000원/3,000원/3,000원/3,000원/3,000원/","서민적인","떡볶이","3,000원","서울특별시 서대문구 영천동 57-12","02-312-5436","간식",0,0,0,0,0
95,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190507122253_photo3_b474b9768286.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190507122253_photo3_b474b9768286.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190507122253_photo2_b474b9768286.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190507122253_photo1_b474b9768286.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190507122255_menu1_b474b9768286.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190504_180801.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190504_181321.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190504_180758.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190504_181311.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190504_181311.jpg,","참나라","한방통닭바베큐/소금숯불바베큐/양념숯불바베큐/모듬숯불바베큐/후라이드치킨/뼈없는 닭발/골뱅이+ 소면/","12,000원/15,000원/16,000원/18,000원/15,000원/12,000원/15,000원/","서민적인, 저녁식사","매일","오후 3시 - 오전 2시 (첫째 셋째 수요일 휴무)","서울특별시 서대문구 영천동 69-9","02-393-2283","술모임",0,0,0,0,0
96,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211014081529392_photo_0bc70c209046.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211014081529392_photo_0bc70c209046.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211014081529672_photo_0bc70c209046.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211014081529912_photo_0bc70c209046.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211014081530159_photo_0bc70c209046.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211014081633888_menu_0bc70c209046.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211014081634216_menu_0bc70c209046.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211014081634537_menu_0bc70c209046.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200923123150835_photo_b2b78b1ad87d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200923123150835_photo_b2b78b1ad87d.jpg,","베트남시장쌀국수","베트남 쌀국수/월남쌈/비빔쌀국수/돼지양념구이/고기말이튀김/쌀국수야채볶음/해물볶음/족발/편육/기타육모듬(한국)/","6,000원/8,000원/8,000원/12,000원/12,000원/10,000원/12,000원/10,000원/","숨은맛집, 점심식사, 저녁식사","매일","오전 10시 30분 - 오후 9시","서울 서대문구 영천동 70-2","070-5442-9865","",0,0,0,0,0
97,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190909075324_photo1_XLfDdxht9OvI.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20190909075324_photo1_XLfDdxht9OvI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190909075324_photo2_XLfDdxht9OvI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20190909075328_menu1_XLfDdxht9OvI.jpg,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,","옛날 맛 꽈배기","찹쌀도너츠 5개/팥 도너츠 2개/찹쌀꽈배기 4개/","1,000원/1,000원/1,000원/","","찹쌀도너츠 5개","1,000원","서울특별시 서대문구 영천동 268-5 영천시장 A열 54호","02-364-8009","생방송투데이, 데이트",0,0,0,0,0
98,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210627033729588_photo_ef7c729d4a83.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210627033729588_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627033730054_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627033814818_photo_ef7c729d4a83.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627033730508_photo_ef7c729d4a83.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57752/59429/57752_59429_85_0_452_2016112820749309_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/50404/53171/50404_53171_85_0_1519_2016112820750784_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57827/52100/57827_52100_85_0_2228_2016112820749133_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57362/59007/57362_59007_85_0_3392_2016112820749785_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57362/59007/57362_59007_85_0_3392_2016112820749785_200x200.jpg,","돈박","수제돈가스/함박스테이크/생선까스/돈까스+생선까스/메밀정식/우동정식/얼큰우동정식/김치볶음밥/치즈오므라이스/","10,500원/13,000원/10,500원/11,000원/11,000원/11,000원/12,000원/8,000원/9,000원/","숨은맛집, 저녁식사, 지역화폐, 주차","월-금","오전 11시 - 오후 10시 (B.T 15:00 ~ 17:00)","서울특별시 종로구 무악동 45-19","02-720-2999","혼밥",0,0,0,0,0
99,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210820182611_photo1_e0419d9ef174.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210820182611_photo1_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182611_photo5_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182611_photo4_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182611_photo3_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182611_photo2_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182611_photo6_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182611_photo7_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182613_menu1_e0419d9ef174.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210820182613_menu1_e0419d9ef174.jpg,","짱구떡볶이","부산식쌀 떡튀순/밀오떡순/모듬튀김/김말이/밀떡볶이/순대/순대범벅/어묵탕/치킨마요컵밥/컵볶이/모듬튀김 특/부산식 쌀떡볶이/컵어묵/즉석라면/꼬마김밥/","10,500원/10,800원/3,000원/600원/3,500원/3,500원/4,500원/3,800원/3,900원/1,000원/7,000원/4,000원/1,000원/3,000원/2,000원/","점심식사, 저녁식사","매일","정오 12시 - 오후 8시 30분 (매주 월요일 휴무)","서울특별시 종로구 무악동 89","02-6956-7222","야식",0,0,0,0,0
100,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210909032529274_photo_6f4acbe95f2d.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210909032529274_photo_6f4acbe95f2d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210909032529938_photo_6f4acbe95f2d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210909032529603_photo_6f4acbe95f2d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210909032530225_photo_6f4acbe95f2d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210909032555659_menu_6f4acbe95f2d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,https://s3-ap-northeast-1.amazonaws.com/dcicons/new/images/web/common/noimage.png,","스타벅스 독립문역점","카페 아메리카노/카페 라떼/스타벅스 돌체 라떼/카라멜 마키아또/카푸치노/카페 모카/화이트 초콜릿 모카/콜드 브루/자몽 허니 블랙 티/아이스 자몽 허니 블랙 티/망고 바나나 블렌디드/에스프레소 프라푸치노/자바 칩 프라푸치노/","4,100원/4,600원/5,600원/5,600원/4,600원/5,100원/5,600원/4,500원/5,300원/5,300원/6,300원/5,100원/6,100원/","럭셔리","월,화","오전 7시 30분 - 오후 10시","서울특별시 종로구 교북동 126 경희궁자이 4단지 1층 팰리스애비뉴 4114~4119호","1522-3232","해장",0,0,0,0,0
101,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211007034255_photo1_2483f18cd56e.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211007034255_photo1_2483f18cd56e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211007034255_photo2_2483f18cd56e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211007034256_menu1_2483f18cd56e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211007034256_menu2_2483f18cd56e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211004065421_photo2_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211004065421_photo1_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211004065423_menu1_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210701123540_photo2_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210701123540_photo2_06d69fb0c864.jpg,","털보고된이 본점","고갈비 백반/삼치구이 백반/알탕/묵은지 고등어조림/돼지불고기 백반/소불고기 뚝배기/돼지김치찌게/참치김치찌게/우렁된장/돌솥비빔밥/비빔냉면/물냉면/보리굴비(2인)/양념계장(추가메뉴)/햄김치찌개/순두부/쫄면/콩비지/그냥비빔밥/고갈비정식A세트/고갈비정식B세트/삼치정식A세트/삼치정식B세트/","9,500원/11,000원/8,500원/12,500원/8,500원/8,500원/7,000원/7,000원/6,500원/6,000원/5,500원/37,000원/4,500원/7,000원/6,500원/5,500원/7,000원/5,500원/21,000원/20,000원/22,000원/21,000원/","서민적인, 점심식사, 저녁식사, 무료주차","매일","오전 11시 - 오후 9시 30분","서울시 노원구 상계동 332-3","02-932-8616","혼밥",0,0,0,0,0
102,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210527185833_photo1_8e68deea3142.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210527185833_photo1_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185833_photo2_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185833_photo3_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185833_photo4_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185833_photo5_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185833_photo6_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185833_photo7_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185839_menu1_8e68deea3142.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210527185839_menu1_8e68deea3142.jpg,","화포식당 노원점","숙성 통 삼겹살 180g/숙성 통 목살 스테이크 180g/생갈비 180g/가브리살 150g/항정살 150g/명품 한우 꽃등심 150g/명품 한우 차돌 150g/한우 육회 200g/프리미엄 완자 부대찌개/일품 숙성지 김치찌개/일품 제육 정식/한우 육회 비빔밥/","15,000원/15,000원/15,000원/16,000원/17,000원/42,000원/23,000원/28,000원/8,000원/7,000원/8,000원/10,000원/","시끌벅적한, 점심식사, 저녁식사, 제로페이","매일","오전 11시 - 오전 5시 30분 (라스트 오더 04시 30분 휴무 설ㆍ추석 전날 하루만 휴무)","서울특별시 노원구 상계동 598-1","02-936-6699","술모임",0,0,0,0,0
103,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210311230432_photo2_I4JBSguSyF1Q.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210311230432_photo2_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230432_photo1_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230432_photo3_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230432_photo4_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230432_photo5_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230432_photo6_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230444_menu3_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230444_menu2_I4JBSguSyF1Q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210311230444_menu2_I4JBSguSyF1Q.jpg,","예향정","김치찌개 두루치기2인세트/김치찌개 두루치기 3인세트/김치찌개2인+두루치기대 4인세트/김치찌개/된장찌개/두루치기단품/두루치기2인 김치or된장찌개1인/김치찌개 두루치기4인세트/","22,000원/29,000원/44,000원/8,000원/8,000원/15,000원/37,000원/44,000원/","가성비좋은, 점심식사, 저녁식사, 무료주차, 배달","매일","오전 10시 30분 - 오후 9시 30분 (일요일은오전11시오픈)","서울특별시 노원구 상계동 735-4","02-937-9998","가족외식",0,0,0,0,0
104,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211003074802_photo1_VQqJSCTzFQ7q.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20211003074802_photo1_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211003074802_photo2_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211003074802_photo3_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211003074802_photo5_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211003074802_photo4_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20211003074803_menu1_VQqJSCTzFQ7q.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210926105142_photo1_3e8715d069cf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210926105142_photo2_3e8715d069cf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210926105142_photo2_3e8715d069cf.jpg,","아웃백스테이크하우스 노원점","퀸즈랜드 립아이/투움바 파스타/베이비 백 립/","65,000원/23,900원/37,900원/","시끌벅적한, 점심식사, 저녁식사, 무료주차","매일","오전 11시 - 오후 10시 ((Last Order 21:00))","서울특별시 노원구 상계동 711-12","02-938-5471","데이트",0,0,0,0,0
105,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210814123048_photo1_06d69fb0c864.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210814123048_photo1_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210814123048_photo2_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210814123050_menu1_06d69fb0c864.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210422050139753_photo_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210422050140207_photo_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210422050140488_photo_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210422050210066_menu_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210422050209419_menu_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210422050209419_menu_29b1147582f7.jpg,","시드누아","아메리카노스페셜/카페 라떼/바닐라 라떼/얼그레이 밀크티/","4,500원/5,300원/5,800원/6,000원/","깔끔한, 점심식사, 주차","매일","오전 11시 - 오후 10시 (임시영업시간입니다.)","서울특별시 노원구 상계동 341-5","02-938-9559","데이트",0,0,0,0,0
106,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210710073118678_photo_ae8093558727.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210710073118678_photo_ae8093558727.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210710073119367_photo_ae8093558727.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210710073119842_photo_ae8093558727.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210712145813_photo3_lTgogei6sVuT.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210517092010_photo1_4153f60d904d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210517092010_photo2_4153f60d904d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210517092010_photo3_4153f60d904d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210114120240942_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210114120240942_photo_2aa5f510c940.jpg,","어글리스토브","어글리 리코타치즈 샐러드/어글리 프렌치 토스트/까르보나라/크랩 로제 파스타/안창&치킨 스테이크 콤보/모히토(무알콜)/","12,900원/9,900원/11,900원/13,900원/18,900원/6,900원/","깔끔한, 점심식사, 저녁식사","매일","오전 10시 30분 - 오후 9시 30분 (연중무휴)","서울특별시 노원구 상계동 332-8","02-935-8459","데이트",0,0,0,0,0
107,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210627042326773_photo_29b1147582f7.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210627042326773_photo_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627042326268_photo_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627042347846_menu_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627042348131_menu_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627042348404_menu_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210627042348722_menu_29b1147582f7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200215082925717_photo_GNtCRjNogBBb.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200215082925968_photo_GNtCRjNogBBb.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200215082925968_photo_GNtCRjNogBBb.jpg,","풍미연","풍미맑은설렁탕/진한설렁탕/갈비탕/소머리곰탕/해내탕/떡만두/만두설렁탕/꼬리곰탕/스지도가니탕/모둠수육/모둠수육 전골/곱창전골 대/꼬리찜 중/불고기/풍미연 갈비찜 중/양지사골설렁탕/떡국/만두/곱창전골 중/풍미연 갈비찜 대/","8,000원/9,000원/14,000원/11,000원/9,000원/9,500원/19,000원/17,000원/25,000원/45,000원/42,000원/55,000원/13,000원/43,000원/9,000원/9,000원/4,000원/34,000원/53,000원/","서민적인, 24시간영업, 아침식사, 점심식사, 저녁식사, 무료주차","매일","24시간 영업","서울특별시 노원구 상계2동 323-11","02-936-2315","다코숨은맛집, 가족외식",0,0,0,0,0
